id,headline,url,source,label
0b0ed9fdd27eac65,CNG cylinder explosion fears slowing adoption in Nigeria – Pi-CNG/EV CEO,https://nairametrics.com/2026/09/09/cng-cylinder-explosion-fears-slowing-adoption-in-nigeria-pi-cng-ev-ceo/,nairametrics,0
0b48978230b78b32,7 global companies that have pulled back from Nigeria under Tinubu,https://nairametrics.com/2026/09/04/7-global-companies-that-have-pulled-back-from-nigeria-under-tinubu/,nairametrics,0
0c2ce2a1ac38bdb8,"Navy arrests three, intercepts 71kg cannabis on River Niger",https://businessday.ng/news/article/navy-arrests-three-intercepts-71kg-cannabis-on-river-niger/,businessday,1
0d6c003902572a58,BREAKING: FTSE Russell confirms Nigeria’s Frontier Market status to take effect September 21,https://nairametrics.com/2026/08/27/ftse-russell-confirms-nigerias-frontier-market-status-to-take-effect-september-21/,nairametrics,2
0d9576e2608fb204,Bank stocks fuel NGX surge as market cap hits N162.68 trillion,https://nairametrics.com/2026/09/22/bank-stocks-fuel-ngx-surge-as-market-cap-hits-n162-68-trillion/,nairametrics,2
0dd4a992920dcad6,Tunji-Ojo challenges Atiku over border reopening pledge,https://nairametrics.com/2026/08/29/tunji-ojo-challenges-atiku-over-border-reopening-pledge/,nairametrics,1
0e9b6e444b8e7dc8,Air Peace says fire alarm on its aircraft after Lagos landing was false,https://nairametrics.com/2026/08/31/air-peace-says-fire-alarm-on-its-aircraft-after-lagos-landing-was-false/,nairametrics,1
0eaf6e26e2548bc1,"MTN, Legend Internet decline as Omatek extends gains",https://nairametrics.com/2026/09/23/mtn-legend-internet-decline-as-omatek-extends-gains/,nairametrics,1
0edf0d150599b9ed,Soludo promises compensation for residents affected by Nnobi demolition,https://nairametrics.com/2026/09/18/soludo-promises-compensation-for-residents-affected-by-nnobi-demolition/,nairametrics,1
0ef952d451c3e071,NMDPRA threatens licence revocation for petrol stations under-dispensing products,https://nairametrics.com/2026/09/22/nmdpra-threatens-licence-revocation-for-petrol-stations-under-dispensing-products/,nairametrics,1
0f7fd283372b9cbc,Naira devaluation boosts foreign subsidiaries’ earnings contribution to Nigerian banks – Fitch,https://nairametrics.com/2026/09/17/naira-devaluation-boosts-foreign-subsidiaries-earnings-contribution-to-nigerian-banks-fitch/,nairametrics,1
11617178b2e21cb7,"Edible oil tanker drivers suspend planned strike after FG, DSS intervention",https://nairametrics.com/2026/09/23/edible-oil-tanker-drivers-suspend-planned-strike-after-fg-dss-intervention/,nairametrics,2
1180ff1423b414a6,"Nigeria records 4,906 weekly cyberattacks as threats rise 45%",https://nairametrics.com/2026/09/12/nigeria-records-4906-weekly-cyberattacks-as-threats-rise-45/,nairametrics,0
129cb00ee40a1fd8,"PenCom extends pension verification deadline as over 118,000 federal workers fail to enrol",https://nairametrics.com/2026/09/16/pencom-extends-pension-verification-deadline-as-over-118000-federal-workers-fail-to-enrol/,nairametrics,1
12fc0b5b69dd6d2a,"Nigeria’s power sector shrinks 10.63%, contracts for second straight quarter",https://nairametrics.com/2026/09/01/nigerias-power-sector-shrinks-10-63-contracts-for-second-straight-quarter/,nairametrics,0
135c0f911d62f6cc,Dangote-backed Sephaku seeks trade protection as SA probes cement dumping,https://businessday.ng/africa/article/dangote-backed-sephaku-seeks-trade-protection-as-sa-probes-cement-dumping/,businessday,1
139b77a0583b04d8,"FAAN disowns ongoing recruitment, warns public against scammers",https://nairametrics.com/2026/08/27/faan-disowns-ongoing-recruitment-warns-public-against-scammers/,nairametrics,1
148eb5c81481e127,"GCIOBA, ipNX Partner to Digitally Transform Government College Ibadan Through CSR Initiative",https://nairametrics.com/2026/09/17/gcioba-ipnx-partner-to-digitally-transform-government-college-ibadan-through-csr-initiative/,nairametrics,1
149ad1f2d85de21e,37 persons die in Rivers after inhaling petroleum fumes,https://businessday.ng/news/article/37-persons-die-in-rivers-after-inhaling-petroleum-fumes/,businessday,1
153b8ac2eebd1208,Airtel Money slashes London IPO target to $800m on investor pushback,https://businessday.ng/technology/article/airtel-money-slashes-london-ipo-target-to-800m-on-investor-pushback/,businessday,0
16ba3152b4084694,Dangote refinery could propel Nigeria’s GDP to $600bn – Rewane,https://punchng.com/dangote-refinery-could-propel-nigerias-gdp-to-600bn-rewane/?utm_source=rss.punchng.com&utm_medium=web,punch,2
171f2cafc4c5642f,CIBN: MSMEs still squeezed by high costs despite FG’s macroeconomic progress,https://nairametrics.com/2026/09/08/cibn-msmes-still-squeezed-by-high-costs-despite-fgs-macroeconomic-progress/,nairametrics,0
174c89049a4911d6,Oyo school abduction: DSS witness recounts 56-day ordeal of 49 victims,https://businessday.ng/news/article/oyo-school-abduction-dss-witness-recounts-56-day-ordeal-of-49-victims/,businessday,1
17b5b63a67d795a9,Nigerian banks trade at discount to African peers despite 68% surge,https://nairametrics.com/2026/09/15/nigerian-banks-trade-at-discount-to-african-peers-despite-68-surge/,nairametrics,1
187ca100f99a0b24,Lagos electricity regulator targets ATC&C losses below 10% with AI monitoring — LASERC CEO,https://nairametrics.com/2026/08/27/lagos-electricity-regulator-targets-atcc-losses-below-10-with-ai-monitoring-laserc-ceo/,nairametrics,1
19261f135c2500bb,The juice of journalism and ideas: On Chidi Amuta’s homage: Return to familiar places,https://businessday.ng/life/article/the-juice-of-journalism-and-ideas-on-chidi-amutas-homage-return-to-familiar-places/,businessday,1
1a4f8731caa2f430,"Bauchi Police announces strict security measures for Saturday Disina, Sakwa bye-elections",https://businessday.ng/news/article/bauchi-police-announces-strict-security-measures-for-saturday-disina-sakwa-bye-elections/,businessday,1
1a975409abff4db9,"You Can Still Apply for the Dangote IPO, Here’s How",https://nairametrics.com/2026/09/23/you-can-still-apply-for-the-dangote-ipo-heres-how/,nairametrics,1
1b5499713347dca8,"CBN allots N1.05 trillion as 364-day NTB stop rate falls to 16.62%, third straight cut",https://nairametrics.com/2026/09/10/cbn-allots-n1-05-trillion-as-364-day-ntb-stop-rate-falls-to-16-62-third-straight-cut/,nairametrics,2
1c35633a3d18b5bd,Troops kill 350 high-profile terrorists commanders in Borno – Abdulsalam,https://businessday.ng/news/article/troops-kill-350-high-profile-terrorists-commanders-in-borno-abdulsalam/,businessday,1
1db289a24677fad7,"Power outage hits Lekki, Ajah, Ibeju-Lekki as 12 feeders go down — EKEDP",https://nairametrics.com/2026/09/01/power-outage-hits-lekki-ajah-ibeju-lekki-as-12-feeders-go-down-ekedp/,nairametrics,0
1f946d1aac2c3987,"Ekiti begins renovation, upgrade of NYSC oientation camp",https://punchng.com/ekiti-begins-renovation-upgrade-of-nysc-oientation-camp/?utm_source=rss.punchng.com&utm_medium=web,punch,1
200ccee1a0f0cde1,When the creator of powerful AI says no one fully understands the consequences,https://businessday.ng/opinion/article/when-the-creator-of-powerful-ai-says-no-one-fully-understands-the-consequences/,businessday,1
21035c4125bccdbb,"Naira strengthens against British Pound Sterling, hits N1,788/£",https://nairametrics.com/2026/09/09/naira-strengthens-against-british-pound-sterling-hits-n1788/,nairametrics,2
2127975e8a342bd3,Sergey Brin comeback hinges on Google race to close AI gap,https://businessday.ng/technology/article/sergey-brin-comeback-hinges-on-google-race-to-close-ai-gap/,businessday,1
235088c7febd6d2a,"NSIA, Africa50 and SEforALL launch $300m Nigeria renewable energy fund",https://businessday.ng/energy/article/nsia-africa50-and-seforall-launch-300m-nigeria-renewable-energy-fund/,businessday,2
23a3a705530d7a69,Fuel subsidy debate as meaningful confusions and confusing meanings (I),https://businessday.ng/life/article/fuel-subsidy-debate-as-meaningful-confusions-and-confusing-meanings-i/,businessday,1
2463c5d2311a2685,Tinubu tells NLNG to unlock value as Nigeria flares 203.9 billion scf of gas,https://nairametrics.com/2026/08/27/tinubu-tells-nlng-to-unlock-value-as-nigeria-flares-203-9-billion-scf-of-gas/,nairametrics,1
24a5e0e6431caa77,"Alleged Crypto Fraud: Court grants man N500 million bail in AUD$8.4m, US$3.6m case",https://nairametrics.com/2026/08/26/alleged-crypto-fraud-court-grants-man-n500-million-bail-in-aud8-4m-us3-6m-case/,nairametrics,1
24f5d501b0a7b488,JAMB moves 2027 UTME first session to 8:30am over safety concerns,https://businessday.ng/news/article/jamb-moves-2027-utme-first-session-to-830am-over-safety-concerns/,businessday,1
26079cf8f43a4108,Dangote signs $450 million deal with Engineers India to build Kenya refinery,https://nairametrics.com/2026/09/22/dangote-signs-450-million-deal-with-engineers-india-to-build-kenya-refinery/,nairametrics,1
26e35ad7b606d122,"Nigerian stocks rebound, but September could change the game",https://nairametrics.com/2026/09/01/nigerian-stocks-rebound-but-september-could-change-the-game/,nairametrics,1
274a87545aaf9f73,The 30% building tax that’s driving up the cost of housing in Lagos,https://nairametrics.com/2026/09/06/the-30-building-tax-thats-driving-up-the-cost-of-housing-in-lagos/,nairametrics,0
27ba88d87cf6dd56,NDLEA intercepts N6.2 billion worth of ‘Jihadi drug’ and opioids at Lagos airport,https://nairametrics.com/2026/08/30/ndlea-intercepts-n6-2-billion-worth-of-jihadi-drug-and-opioids-at-lagos-airport/,nairametrics,1
28efaa53e873884e,"Court extends restraining order against NAICOM, receiver in Universal Insurance case",https://nairametrics.com/2026/09/05/court-extends-restraining-order-against-naicom-receiver-in-universal-insurance-case/,nairametrics,1
298c94ef733bf4e9,"US tightens F-1 visa rules, introduces four-year admission limit, cuts grace period to 30 days",https://nairametrics.com/2026/09/15/us-tightens-f-1-visa-rules-introduces-four-year-admission-limit-cuts-grace-period-to-30-days/,nairametrics,1
2a62057b0bb24f91,"Uber shuts down operations in Nigeria, Uganda",https://nairametrics.com/2026/09/02/uber-shuts-down-operations-in-nigeria-uganda/,nairametrics,0
2a7018f70d9794f1,CPPE urges banks to lower lending rates after CBN’s 350bps cut,https://nairametrics.com/2026/09/23/cppe-urges-banks-to-lower-lending-rates-after-cbns-350bps-cut/,nairametrics,1
2bbbe250a52e4737,Barcelona secures €510 million more to finish Camp Nou as stadium becomes key to financial recovery,https://nairametrics.com/2026/09/22/barcelona-secures-e510-million-more-to-finish-camp-nou-as-stadium-becomes-key-to-financial-recovery/,nairametrics,1
2c43ce665e7bcdbf,DisCos failed to collect N669.5 billion billed electricity charges in 2025 — NERC,https://nairametrics.com/2026/08/26/discos-failed-to-collect-n669-5-billion-billed-electricity-charges-in-2025-nerc/,nairametrics,0
2d06a5fa2cb895e4,"Olu of Warri, UAE Minister sign cooperation protocol to deepen global tolerance",https://businessday.ng/news/article/olu-of-warri-uae-minister-sign-cooperation-protocol-to-deepen-global-tolerance/,businessday,1
2dec1e5a134b1483,Tinubu’s UNGA attendance uncertain as 24 officials line up for New York,https://businessday.ng/politics/article/tinubus-unga-attendance-uncertain-as-24-officials-line-up-for-new-york/,businessday,1
2e820aa14e9062dd,Burkina Faso proposes bilateral talks with Nigeria to reset relations,https://nairametrics.com/2026/08/29/burkina-faso-proposes-bilateral-talks-with-nigeria-to-reset-relations/,nairametrics,1
30012216197fdb73,"FairMoney embeds compliance in product design as CBN, FCCPC tighten consumer protection",https://businessday.ng/technology/article/fairmoney-embeds-compliance-in-product-design-as-cbn-fccpc-tighten-consumer-protection/,businessday,1
30d8178a24b33f7d,2027: Atiku tackles Tinubu over fuel price,https://punchng.com/2027-atiku-tackles-tinubu-over-fuel-price/?utm_source=rss.punchng.com&utm_medium=web,punch,1
3115337f9abd7810,"CBN cuts Nigerian Treasury Bills yield below 17%, lowest since June 3",https://nairametrics.com/2026/09/03/cbn-cuts-nigerian-treasury-bills-yield-below-17-lowest-since-june-3/,nairametrics,2
316869d4fba607c8,Ghana MPC meets amid 5% inflation and rising currency pressure,https://nairametrics.com/2026/09/23/ghana-mpc-meets-amid-5-inflation-and-rising-currency-pressure/,nairametrics,1
31e4cdb4fa110788,"Ex-Liverpool legend Carragher faces bankruptcy over £700,000 tax debt",https://punchng.com/ex-liverpool-legend-carragher-faces-bankruptcy-over-700000-tax-debt/?utm_source=rss.punchng.com&utm_medium=web,punch,1
3323be2e355540b1,Tinubu announces plans to reduce transport fares nationwide from October 1,https://nairametrics.com/2026/08/28/tinubu-announces-plans-to-reduce-transport-fares-nationwide-from-october-1/,nairametrics,2
33748c76d301c470,Tesla launches Cybercab as driverless ambitions face regulatory test,https://businessday.ng/technology/article/tesla-launches-cybercab-as-driverless-ambitions-face-regulatory-test/,businessday,1
33f16eacec716fef,Court sentences BDC operators to 5 years for operating without CBN licence,https://nairametrics.com/2026/09/07/court-sentences-bdc-operators-to-5-years-for-operating-without-cbn-licence/,nairametrics,1
37a4d32a75a70fbc,NFEM turnover hits $1.45 billion as FX trading activity surges,https://nairametrics.com/2026/09/11/nfem-turnover-hits-1-45-billion-as-fx-trading-activity-surges/,nairametrics,2
3884ab41fef91630,"WHO warns DR Congo needs 5,000 additional health workers to fight Ebola",https://nairametrics.com/2026/09/08/who-warns-congo-needs-5000-additional-health-workers-to-fight-ebola/,nairametrics,1
3a54c44e254e171c,The United States is intervening to protect its refining industry and reduce fuel prices — Nigeria cannot afford to do less,https://nairametrics.com/2026/09/04/the-united-states-is-intervening-to-protect-its-refining-industry-and-reduce-fuel-prices-nigeria-cannot-afford-to-do-less/,nairametrics,1
3a9cce560cd75516,CPPE urges targeted relief as higher petrol prices squeeze Nigerians,https://nairametrics.com/2026/09/13/cppe-urges-targeted-relief-as-higher-petrol-prices-squeeze-nigerians/,nairametrics,0
3b4b163a770ba7e6,U20 Women’s World Cup: Falconets suffer late heartbreak against Colombia,https://businessday.ng/sports/article/u20-womens-world-cup-falconets-suffer-late-heartbreak-against-colombia/,businessday,1
3c4ff229a063df13,These 10 Nigerian states recorded the most kidnapping victims in one year,https://nairametrics.com/2026/08/28/these-10-nigerian-states-recorded-the-most-kidnapping-victims-in-one-year/,nairametrics,1
3cc03f78ecc12e33,"CBN’s 350bps rate cut reshapes stocks, bonds and bank earnings outlook",https://nairametrics.com/2026/09/23/cbns-350bps-rate-cut-reshapes-stocks-bonds-and-bank-earnings-outlook/,nairametrics,1
3e3873846da82923,From Paper to AI: Ondo State Brings Pension Records Into the Digital Age With Ondo Pay,https://nairametrics.com/2026/09/03/from-paper-to-ai-ondo-state-brings-pension-records-into-the-digital-age-with-ondo-pay/,nairametrics,1
3e854566348ff295,"Best performing Nigerian stocks for the week ended August 28, 2026",https://nairametrics.com/2026/08/29/best-performing-nigerian-stocks-for-the-week-ended-august-28-2026/,nairametrics,1
3fc15467fd30c7b1,NISO threatens sanctions as DisCos fail to clear energy market debts,https://businessday.ng/bd-weekender/energy-bd-weekender/article/niso-threatens-sanctions-as-discos-fail-to-clear-energy-market-debts/,businessday,0
4027d95251c12603,Anthropic CEO warns AI race is moving faster than humanity can control,https://nairametrics.com/2026/09/12/anthropic-ceo-warns-ai-race-is-moving-faster-than-humanity-can-control/,nairametrics,1
4086dfb4239a747c,GSMA warns 6GHz spectrum delay is stalling mobile network infrastructure,https://nairametrics.com/2026/09/07/gsma-warns-6ghz-spectrum-delay-is-stalling-mobile-network-infrastructure/,nairametrics,0
410f8e211a2cbb54,Veteran actor Olu Jacobs dies at 84,https://nairametrics.com/2026/09/16/veteran-actor-olu-jacobs-dies-at-84/,nairametrics,1
418fe29f5e1395d5,Canada tightens Atlantic immigration rules for applicants with employment changes,https://nairametrics.com/2026/09/21/canada-tightens-atlantic-immigration-rules-for-applicants-with-employment-changes/,nairametrics,1
419f74759ad7ab0e,Nigeria’s trillion dollar economy has a complexity problem,https://nairametrics.com/2026/09/16/nigerias-trillion-dollar-economy-has-a-complexity-problem/,nairametrics,1
41c09a735f1b02b4,Nigerian equities swing to N1.88 trillion losses ahead of Dangote Refinery IPO,https://nairametrics.com/2026/09/08/nigerian-equities-swing-to-n1-88-trillion-losses-ahead-of-dangote-refinery-ipo/,nairametrics,0
42cb7392d4946d34,US strikes three Iranian oil tankers after missile attacks,https://businessday.ng/world/article/us-strikes-three-iranian-oil-tankers-after-missile-attacks/,businessday,1
445a437095495da2,Iyinoluwa Aboyeji exits Learn Africa board after six years,https://nairametrics.com/2026/09/09/iyinoluwa-aboyeji-exits-learn-africa-board-after-six-years/,nairametrics,1
44fb596e68945cda,$5 billion swap deal raises questions despite Nigeria’s record $54.6 billion reserves,https://nairametrics.com/2026/09/22/5-billion-swap-deal-raises-questions-despite-nigerias-record-54-6-billion-reserves/,nairametrics,1
45fdfd39b19a7ad9,Police arrest suspect behind fake OPay shutdown report,https://nairametrics.com/2026/09/10/police-arrest-suspect-behind-fake-opay-shutdown-report/,nairametrics,1
467cb7b7ee91872c,Mbappe dumps Nike for Swiss sportswear brand On,https://businessday.ng/sports/article/mbappe-dumps-nike-for-swiss-sportswear-brand-on/,businessday,1
471bab7c074bec60,"Figo AI labs, TBO Integrated services, partner to deploy measurable AI solutions for large-scale enterprises",https://nairametrics.com/2026/09/05/figo-ai-labs-tbo-integrated-services-partner-to-deploy-measurable-ai-solutions-for-large-scale-enterprises/,nairametrics,1
471f8667fb588dd7,"Nigerian scientist wins $100,000 NLNG prize for AI MRI breakthrough",https://nairametrics.com/2026/09/08/nigerian-scientist-wins-100000-nlng-prize-for-ai-mri-breakthrough/,nairametrics,1
483a1a81a86bd575,Africa’s US$5 trillion opportunity is hiding in plain sight,https://businessday.ng/opinion/article/africas-us5-trillion-opportunity-is-hiding-in-plain-sight/,businessday,1
48469aa47463e2af,NCAA fines RwandAir N15 million over failure to resolve baggage complaint,https://nairametrics.com/2026/09/12/ncaa-fines-rwandair-n15-million-over-failure-to-resolve-baggage-complaint/,nairametrics,1
4855e87521966f2a,Bosun Tijani withdraws from ITU race despite Tinubu’s nomination,https://nairametrics.com/2026/09/11/bosun-tijani-withdraws-from-itu-race-despite-tinubus-nomination/,nairametrics,1
4968a261264a6658,Iran-US renewed conflict pushes crude oil above $95 for the first time in five weeks,https://nairametrics.com/2026/09/02/iran-us-renewed-conflict-pushes-crude-oil-above-95-for-the-first-time-in-five-weeks/,nairametrics,2
49ca632988e27237,Meet the Dangote Petroleum Refinery Board of Directors,https://nairametrics.com/2026/09/09/meet-the-dangote-petroleum-refinery-board-of-directors/,nairametrics,1
4a582bad9b179aac,Protecting N12.9tr Q2 oil windfall: Tantita pushes for stronger infrastructure security,https://businessday.ng/life/article/protecting-n12-9tr-q2-oil-windfall-tantita-pushes-for-stronger-infrastructure-security/,businessday,1
4b80ca3cd02a304b,"FG begins Kara bridge repairs September 8, warns motorists",https://businessday.ng/news/article/fg-begins-kara-bridge-repairs-september-8-warns-motorists/,businessday,1
4d6cb57a6c72f0cc,Nigerian companies reclaim 2023-pre-devaluation profit levels in dollar terms,https://nairametrics.com/2026/09/11/nigerian-companies-reclaim-2023-pre-devaluation-profit-levels-in-dollar-terms/,nairametrics,2
4e2ecab1ff914602,"UK awards 68 Nigerians Chevening, Commonwealth scholarships",https://businessday.ng/news/article/uk-awards-68-nigerians-chevening-commonwealth-scholarships-2/,businessday,1
4e94ceca307e6cd2,Dangote Refinery may cut petrol supplies to import-dependent marketers over quality,https://nairametrics.com/2026/08/31/dangote-refinery-may-cut-petrol-supplies-to-import-dependent-marketers-over-quality/,nairametrics,0
4eda33665dcc34f2,"Reduced schedules, airport slot adoption to cut domestic airlines’ 60% delayed flight rate",https://businessday.ng/aviation/article/reduced-schedules-airport-slot-adoption-to-cut-domestic-airlines-60-delayed-flight-rate/,businessday,1
4f685015768fe580,Top 10 Nigerian insurers that paid the most claims in H1 2026,https://nairametrics.com/2026/09/11/top-10-nigerian-insurers-that-paid-the-most-claims-in-h1-2026/,nairametrics,1
5006fdc10551b67f,Xenophobia: FG demands probe into killing of two Nigerians in South Africa,https://nairametrics.com/2026/09/12/xenophobia-fg-demands-probe-into-killing-of-two-nigerians-in-south-africa/,nairametrics,1
503139c27244fcc7,Nigeria will not industrialise without manufacturing growth beating GDP – Enoh,https://businessday.ng/real-sector/article/nigeria-will-not-industrialise-without-manufacturing-growth-beating-gdp-enoh/,businessday,1
50f0a0d75a45b270,"Morning recap: Atiku-Tinubu clash widens, Dangote threatens petrol export, other top stories",https://punchng.com/morning-recap-atiku-tinubu-clash-widens-dangote-threatens-petrol-export-other-top-stories/?utm_source=rss.punchng.com&utm_medium=web,punch,1
50fc8dea9d853425,PenCom engages Lagos govt over pension increase concerns,https://nairametrics.com/2026/08/31/pencom-engages-lagos-govt-over-pension-increase-concerns/,nairametrics,1
5117ccc083834683,Nigeria Cannot Solve its Food Crisis with Old Banking Models,https://nairametrics.com/2026/08/31/nigeria-cannot-solve-its-food-crisis-with-old-banking-models/,nairametrics,1
51400483e848910b,Ghana rejects MTN’s GHS20 million donation for xenophobia victims,https://nairametrics.com/2026/08/26/ghana-rejects-mtns-ghs20-million-donation-for-xenophobia-victims/,nairametrics,1
5148dc84e09851a1,US rate hike threatens naira as investors eye safer dollars,https://nairametrics.com/2026/09/17/us-rate-hike-threatens-naira-as-investors-eye-safer-dollars/,nairametrics,0
516e2ba0fbd72fb4,Drug trafficking: Nigerian loses bid to block ‘extradition’ over 21-year Italy sentence,https://nairametrics.com/2026/09/21/drug-trafficking-nigerian-loses-bid-to-block-extradition-over-21-year-italy-sentence/,nairametrics,1
51c305228163ba50,"Private vasities back FG’s plan for 20,000 medical students yearly",https://punchng.com/private-vasities-back-fgs-plan-for-20000-medical-students-yearly/?utm_source=rss.punchng.com&utm_medium=web,punch,1
523fb21afb710c94,"Nigeria Airways workers finally get N18 billion severance, 20 years after liquidation",https://nairametrics.com/2026/09/12/nigeria-airways-workers-finally-get-n18-billion-severance-20-years-after-liquidation/,nairametrics,1
53290eaa12ca441a,Sahara Appoints Chidilim Menakaya Managing Director to Lead Sahara Beyond XXX Vision,https://nairametrics.com/2026/09/15/sahara-appoints-chidilim-menakaya-managing-director-to-lead-sahara-beyond-xxx-vision/,nairametrics,1
533bb503c37a5101,Nigeria denies backing failed coup attempt in Niger Republic,https://nairametrics.com/2026/09/04/nigeria-denies-backing-failed-coup-attempt-in-niger-republic/,nairametrics,1
53ceb912af84d912,Dangote Refinery IPO faces valuation test as N2.15 trillion offer opens,https://nairametrics.com/2026/09/13/dangote-refinery-ipo-faces-valuation-test-as-n2-15-trillion-offer-opens/,nairametrics,1
53f5c235b9c613d7,Dangote IPO is not a shortcut to wealth,https://businessday.ng/news/article/dangote-ipo-is-not-a-shortcut-to-wealth/,businessday,1
545b52293e56f941,EFCC extradites two Nigerians to US over alleged sextortion of teenagers,https://nairametrics.com/2026/08/28/efcc-extradites-two-nigerians-to-us-over-alleged-sextortion-of-teenagers/,nairametrics,1
55c0c3d7e48fb0ae,"Naira firms at N1,320/$ as NFEM turnover plunges to five-month low",https://nairametrics.com/2026/09/08/naira-firms-at-n1320-as-nfem-turnover-plunges-to-five-month-low/,nairametrics,2
56165c631434ed97,CBN tightens surveillance on banks over terrorism financing,https://punchng.com/cbn-tightens-surveillance-on-banks-over-terrorism-financing/?utm_source=rss.punchng.com&utm_medium=web,punch,1
5655d4fecea62379,UK court jails sleep-deprived Nigerian taxi driver for fatal crash,https://punchng.com/uk-court-jails-sleep-deprived-nigerian-taxi-driver-for-fatal-crash/?utm_source=rss.punchng.com&utm_medium=web,punch,1
577edad173446ac9,AMD crosses $1 trillion market cap as AI rally lifts shares,https://nairametrics.com/2026/09/21/amd-crosses-1-trillion-market-cap-as-ai-rally-lifts-shares/,nairametrics,1
57a283ca3bf9d2b8,"Airtel Money plans to cut IPO target by up to 60%, targets $800 million",https://nairametrics.com/2026/09/18/airtel-money-plans-to-cut-ipo-target-by-up-to-60-targets-800-million/,nairametrics,0
588896620bb0119a,BusinessDay 27th Aug 2026,https://businessday.ng/e-edition/article/businessday-27th-aug-2026/,businessday,1
59fef6ae5b4588e9,Trading without installation: why web terminals matter for active traders,https://nairametrics.com/2026/09/21/trading-without-installation-why-web-terminals-matter-for-active-traders/,nairametrics,1
5af24b0a77b41506,Nigerian Blue-Chip stocks hold sway amid Dangote’s refinery IPO,https://nairametrics.com/2026/09/16/nigerian-blue-chip-stocks-hold-sway-amid-dangotes-refinery-ipo/,nairametrics,1
5bb187bead5fcca2,WHO rejects wide rollout of Ervebo Vaccine in deadly DR Congo Ebola outbreak,https://nairametrics.com/2026/09/02/who-rejects-wide-rollout-of-ervebo-vaccine-in-deadly-dr-congo-ebola-outbreak/,nairametrics,1
5dabf1cc12a79b5e,"Rivers Assembly threatens to arrest PAMO University VC, finance commissioner over 2017 scholarship fund",https://businessday.ng/news/article/rivers-assembly-threatens-to-arrest-pamo-university-vc-finance-commissioner-over-2017-scholarship-fund/,businessday,1
5e2e50c8467d694d,EFCC asks ex-Bayelsa governor Sylva to appear over alleged $14.86m fraud,https://businessday.ng/news/article/efcc-asks-ex-bayelsa-governor-sylva-to-appear-over-alleged-14-86m-fraud/,businessday,1
5e4f2847b60926d3,"Currency outside banks drops to N4.8 trillion in July, lowest in eight months",https://nairametrics.com/2026/09/03/currency-outside-banks-drops-to-n4-8-trillion-in-july-lowest-in-eight-months/,nairametrics,1
5eeb7a5981789bfd,"Osun minibus drivers protest fuel price, ticket proceeds mismanagement",https://punchng.com/osun-minibus-drivers-protest-fuel-price-ticket-proceeds-mismanagement/?utm_source=rss.punchng.com&utm_medium=web,punch,0
5f187d18fd2ea420,NIS moves London passport intervention to new venue after alleged eviction,https://nairametrics.com/2026/09/08/nis-moves-london-passport-intervention-to-new-venue-after-alleged-eviction/,nairametrics,1
